Arquivo,solo,conceitos,cultura,culturaClasse1,animal,tecnologia,tecnologiaClasse,regiao,uf
A_2703.2013061500000.txt,?,'agricultura familiar',?,?,?,?,?,SE,MG
A_2703.2013061500000.txt,?,'agricultura familiar',?,?,?,?,?,N,PA
A_2703.2013061500000.txt,?,trabalho,?,?,?,?,?,CO,MS
A_2703.2013061500000.txt,?,trabalho,?,?,?,?,?,NE,BA
A_2703.2013061500000.txt,?,trabalho,?,?,?,?,?,NE,MA
A_2703.2013061500000.txt,?,trabalho,?,?,?,?,?,SE,MG
A_2703.2013061500000.txt,?,trabalho,?,?,?,?,?,N,PA
A_758.2005061500000.txt,?,'movimento social',coentro,horticolas,ovino,organico,'sistemas de producao',SE,SP
A_758.2005061500000.txt,?,'movimento social',coentro,horticolas,ovino,permacultura,'sistemas de producao',SE,SP
A_758.2005061500000.txt,?,'movimento social',coentro,horticolas,ovino,'producao organica',solo,SE,SP
A_758.2005061500000.txt,?,'movimento social',coentro,horticolas,ovino,'producao organica',planta,SE,SP
A_758.2005061500000.txt,?,'movimento social',coentro,horticolas,ovino,'producao organica','sistemas de producao',SE,SP
A_758.2005061500000.txt,?,'movimento social',coentro,horticolas,ovino,organicos,'sistemas de producao',SE,SP
A_758.2005061500000.txt,?,'movimento social',coentro,horticolas,ovino,organicos,'sistemas de producao',SE,SP
A_758.2005061500000.txt,?,'meio ambiente',coentro,horticolas,ovino,organico,'sistemas de producao',SE,SP
A_758.2005061500000.txt,?,'meio ambiente',coentro,horticolas,ovino,organico,'sistemas de producao',SE,SP
A_758.2005061500000.txt,?,'meio ambiente',coentro,horticolas,ovino,permacultura,'sistemas de producao',SE,SP
A_758.2005061500000.txt,?,'meio ambiente',coentro,horticolas,ovino,'producao organica',solo,SE,SP
A_758.2005061500000.txt,?,'meio ambiente',coentro,horticolas,ovino,'producao organica',planta,SE,SP
A_758.2005061500000.txt,?,'meio ambiente',coentro,horticolas,ovino,'producao organica','sistemas de producao',SE,SP
A_758.2005061500000.txt,?,'meio ambiente',coentro,horticolas,ovino,organicos,'sistemas de producao',SE,SP
A_758.2005061500000.txt,?,'meio ambiente',coentro,horticolas,ovino,organicos,'sistemas de producao',SE,SP
A_758.2005061500000.txt,?,'desenvolvimento local',coentro,horticolas,ovino,organico,'sistemas de producao',SE,SP
A_758.2005061500000.txt,?,'desenvolvimento local',coentro,horticolas,ovino,organico,'sistemas de producao',SE,SP
A_758.2005061500000.txt,?,'desenvolvimento local',coentro,horticolas,ovino,permacultura,'sistemas de producao',SE,SP
A_1769.2007061500000.txt,latossolo,'meio ambiente',araca,?,?,organico,'sistemas de producao',CO,DF
A_1769.2007061500000.txt,latossolo,'meio ambiente',araca,?,?,'adubacao organica',solo,CO,DF
A_1769.2007061500000.txt,latossolo,'meio ambiente',araca,?,?,'adubacao organica',planta,CO,DF
A_1769.2007061500000.txt,latossolo,'meio ambiente',araca,?,?,'producao organica',solo,CO,DF
A_1769.2007061500000.txt,latossolo,'meio ambiente',araca,?,?,'producao organica',planta,CO,DF
A_1769.2007061500000.txt,latossolo,'meio ambiente',araca,?,?,'producao organica','sistemas de producao',CO,DF
A_1769.2007061500000.txt,latossolo,'meio ambiente',araca,?,?,manejo,solo,CO,DF
A_1769.2007061500000.txt,latossolo,'meio ambiente',araca,?,?,adubacao,solo,CO,DF
A_1769.2007061500000.txt,latossolo,'meio ambiente',araca,?,?,organicos,'sistemas de producao',CO,DF
A_1769.2007061500000.txt,latossolo,'meio ambiente',araca,?,?,organicos,'sistemas de producao',CO,DF
A_1769.2007061500000.txt,latossolo,'meio ambiente',araca,?,?,agroecossistema,'sistemas de producao',CO,DF
A_1769.2007061500000.txt,latossolo,'meio ambiente',araca,?,?,agroecossistema,'sistemas de producao',CO,DF
A_1769.2007061500000.txt,latossolo,'meio ambiente',araca,?,?,agroecossistema,ecologia,CO,DF
A_1769.2007061500000.txt,latossolo,'meio ambiente',feijao,'culturas agricolas',?,organico,'sistemas de producao',CO,DF
A_1769.2007061500000.txt,latossolo,'meio ambiente',feijao,'culturas agricolas',?,organico,'sistemas de producao',CO,DF
A_1769.2007061500000.txt,latossolo,'meio ambiente',feijao,'culturas agricolas',?,'adubacao organica',solo,CO,DF
A_1769.2007061500000.txt,latossolo,'meio ambiente',feijao,'culturas agricolas',?,'adubacao organica',planta,CO,DF
A_1769.2007061500000.txt,latossolo,'meio ambiente',feijao,'culturas agricolas',?,'producao organica',solo,CO,DF
A_3519.2013061500000.txt,?,?,crotalaria,'adubos verdes',?,organico,'sistemas de producao',CO,GO
A_3519.2013061500000.txt,?,?,crotalaria,'adubos verdes',?,'ecologia vegetal',ecologia,CO,GO
A_3519.2013061500000.txt,?,?,crotalaria,'adubos verdes',?,'manejo organico',solo,CO,GO
A_3519.2013061500000.txt,?,?,crotalaria,'adubos verdes',?,manejo,solo,CO,GO
A_3519.2013061500000.txt,?,?,crotalaria,'adubos verdes',?,adubacao,solo,CO,GO
A_3519.2013061500000.txt,?,?,crotalaria,'adubos verdes',?,organicos,'sistemas de producao',CO,GO
A_3519.2013061500000.txt,?,?,crotalaria,'adubos verdes',?,organicos,'sistemas de producao',CO,GO
A_3519.2013061500000.txt,?,?,crotalaria,'adubos verdes',?,biomassa,ecologia,CO,GO
A_880.1997061500000.txt,?,trabalho,tomate,horticolas,?,agroecossistema,'sistemas de producao',NE,PB
A_880.1997061500000.txt,?,trabalho,tomate,horticolas,?,agroecossistema,'sistemas de producao',NE,PB
A_880.1997061500000.txt,?,trabalho,tomate,horticolas,?,agroecossistema,ecologia,NE,PB
A_5867.2013061500000.txt,?,trabalho,melancia,'culturas agricolas',?,?,?,CO,GO
A_630.2015061500000.txt,?,trabalho,algodao,'culturas agricolas',?,?,?,NE,PB
A_1431.2009061500000.txt,?,trabalho,feijao,'culturas agricolas',?,adubacao,solo,N,PA
A_5579.2015061500000.txt,?,'comunidades rurais',?,?,gado,?,?,CO,GO
A_5579.2015061500000.txt,?,trabalho,?,?,gado,?,?,CO,GO
A_906.2011061500000.txt,?,'agricultura familiar',araca,?,?,plantadora,'engenharia agricola',CO,GO
A_906.2011061500000.txt,?,'agricultura familiar',araca,?,?,manejo,solo,CO,GO
A_906.2011061500000.txt,?,'agricultura familiar',araca,?,?,adubacao,solo,CO,GO
A_906.2011061500000.txt,?,'agricultura familiar',araca,?,?,'manejo da cultura',?,CO,GO
A_906.2011061500000.txt,?,'agricultura familiar',mandioca,'culturas agricolas',?,plantadora,'engenharia agricola',CO,GO
A_906.2011061500000.txt,?,'agricultura familiar',mandioca,'culturas agricolas',?,plantadora,'engenharia agricola',CO,GO
A_906.2011061500000.txt,?,'agricultura familiar',mandioca,'culturas agricolas',?,manejo,solo,CO,GO
A_906.2011061500000.txt,?,'agricultura familiar',mandioca,'culturas agricolas',?,adubacao,solo,CO,GO
A_906.2011061500000.txt,?,'agricultura familiar',mandioca,'culturas agricolas',?,'manejo da cultura',?,CO,GO
A_906.2011061500000.txt,?,'agricultura familiar',arroz,'culturas agricolas',?,plantadora,'engenharia agricola',CO,GO
A_906.2011061500000.txt,?,'agricultura familiar',arroz,'culturas agricolas',?,plantadora,'engenharia agricola',CO,GO
A_906.2011061500000.txt,?,'agricultura familiar',arroz,'culturas agricolas',?,manejo,solo,CO,GO
A_906.2011061500000.txt,?,'agricultura familiar',arroz,'culturas agricolas',?,adubacao,solo,CO,GO
A_906.2011061500000.txt,?,'agricultura familiar',arroz,'culturas agricolas',?,'manejo da cultura',?,CO,GO
A_906.2011061500000.txt,?,'agricultura familiar',milho,'culturas agricolas',?,plantadora,'engenharia agricola',CO,GO
A_906.2011061500000.txt,?,'agricultura familiar',milho,'culturas agricolas',?,plantadora,'engenharia agricola',CO,GO
A_906.2011061500000.txt,?,'agricultura familiar',milho,'culturas agricolas',?,manejo,solo,CO,GO
A_906.2011061500000.txt,?,'agricultura familiar',milho,'culturas agricolas',?,adubacao,solo,CO,GO
A_56.2015061500000.txt,?,?,?,?,?,agroecossistema,'sistemas de producao',NE,BA
A_56.2015061500000.txt,?,?,?,?,?,agroecossistema,ecologia,NE,BA
A_17.2015061500000.txt,?,'agricultura tradicional',mandioca,'culturas agricolas',suino,psicultura,'sistemas de producao',NE,BA
A_17.2015061500000.txt,?,'agricultura tradicional',mandioca,'culturas agricolas',suino,psicultura,'sistemas de producao',NE,BA
A_17.2015061500000.txt,?,'agricultura tradicional',mandioca,'culturas agricolas',suino,agroecossistema,'sistemas de producao',NE,BA
A_17.2015061500000.txt,?,'agricultura tradicional',mandioca,'culturas agricolas',suino,agroecossistema,'sistemas de producao',NE,BA
A_17.2015061500000.txt,?,'agricultura tradicional',mandioca,'culturas agricolas',suino,agroecossistema,ecologia,NE,BA
A_17.2015061500000.txt,?,'agricultura tradicional',gergelim,'culturas agricolas',suino,adubacao,solo,NE,BA
A_17.2015061500000.txt,?,'agricultura tradicional',gergelim,'culturas agricolas',suino,psicultura,'sistemas de producao',NE,BA
A_17.2015061500000.txt,?,'agricultura tradicional',gergelim,'culturas agricolas',suino,psicultura,'sistemas de producao',NE,BA
A_17.2015061500000.txt,?,'agricultura tradicional',gergelim,'culturas agricolas',suino,agroecossistema,'sistemas de producao',NE,BA
A_17.2015061500000.txt,?,'agricultura tradicional',gergelim,'culturas agricolas',suino,agroecossistema,'sistemas de producao',NE,BA
A_17.2015061500000.txt,?,'agricultura tradicional',gergelim,'culturas agricolas',suino,agroecossistema,ecologia,NE,BA
A_17.2015061500000.txt,?,'agricultura tradicional',hortela-pimenta,'plantas medicinais e aromaticas',suino,adubacao,solo,NE,BA
A_17.2015061500000.txt,?,'agricultura tradicional',hortela-pimenta,'plantas medicinais e aromaticas',suino,psicultura,'sistemas de producao',NE,BA
A_17.2015061500000.txt,?,'agricultura tradicional',hortela-pimenta,'plantas medicinais e aromaticas',suino,psicultura,'sistemas de producao',NE,BA
A_17.2015061500000.txt,?,'agricultura tradicional',hortela-pimenta,'plantas medicinais e aromaticas',suino,agroecossistema,'sistemas de producao',NE,BA
A_17.2015061500000.txt,?,'agricultura tradicional',hortela-pimenta,'plantas medicinais e aromaticas',suino,agroecossistema,'sistemas de producao',NE,BA
A_17.2015061500000.txt,?,'agricultura tradicional',hortela-pimenta,'plantas medicinais e aromaticas',suino,agroecossistema,ecologia,NE,BA
A_17.2015061500000.txt,?,'agricultura tradicional',alho,?,suino,adubacao,solo,NE,BA
A_2566.2008061500000.txt,?,'agricultura familiar',cupuacu,'arboreas frutiferas',?,?,?,N,PA
A_2566.2008061500000.txt,?,'agricultura familiar',banana,'culturas agricolas',?,?,?,N,PA
A_2566.2008061500000.txt,?,trabalho,mandioca,'culturas agricolas',?,?,?,N,PA
A_2566.2008061500000.txt,?,trabalho,cupuacu,'arboreas frutiferas',?,?,?,N,PA
A_2566.2008061500000.txt,?,trabalho,banana,'culturas agricolas',?,?,?,N,PA
A_4801.2009061500000.txt,luvissolo,'meio ambiente',uva,'arboreas frutiferas',ovino,drenagem,'engenharia agricola',NE,MA
A_4801.2009061500000.txt,luvissolo,'meio ambiente',uva,'arboreas frutiferas',ovino,drenagem,'engenharia agricola',SE,MG
A_4801.2009061500000.txt,luvissolo,'meio ambiente',uva,'arboreas frutiferas',ovino,drenagem,'engenharia agricola',SE,SP
A_4801.2009061500000.txt,luvissolo,'meio ambiente',uva,'arboreas frutiferas',ovino,drenagem,'engenharia agricola',N,PA
A_4801.2009061500000.txt,luvissolo,'meio ambiente',uva,'arboreas frutiferas',ovino,manejo,solo,NE,CE
A_4801.2009061500000.txt,luvissolo,'meio ambiente',uva,'arboreas frutiferas',ovino,manejo,solo,NE,MA
A_4801.2009061500000.txt,luvissolo,'meio ambiente',uva,'arboreas frutiferas',ovino,manejo,solo,SE,MG
A_4801.2009061500000.txt,luvissolo,'meio ambiente',uva,'arboreas frutiferas',ovino,manejo,solo,SE,SP
A_4801.2009061500000.txt,luvissolo,'meio ambiente',uva,'arboreas frutiferas',ovino,manejo,solo,N,PA
A_4801.2009061500000.txt,luvissolo,'meio ambiente',uva,'arboreas frutiferas',ovino,agroecossistema,'sistemas de producao',NE,CE
A_4801.2009061500000.txt,luvissolo,'meio ambiente',uva,'arboreas frutiferas',ovino,agroecossistema,'sistemas de producao',NE,CE
