Arquivo,solo,conceitos,cultura,culturaClasse1,animal,tecnologia,tecnologiaClasse,regiao,uf
A_737.2012061500000.txt,?,'meio ambiente',caju,'arboreas frutiferas',?,organicos,'sistemas de producao',NE,BA
A_737.2012061500000.txt,?,'meio ambiente',mandioca,'culturas agricolas',?,organico,'sistemas de producao',NE,BA
A_703.2015061500000.txt,?,'agricultura familiar',?,?,?,agroecossistema,'sistemas de producao',NE,AL
A_703.2015061500000.txt,?,'agricultura familiar',?,?,?,agroecossistema,ecologia,NE,AL
A_703.2015061500000.txt,?,trabalho,?,?,?,agroecossistema,'sistemas de producao',NE,AL
A_703.2015061500000.txt,?,trabalho,?,?,?,agroecossistema,'sistemas de producao',NE,AL
A_703.2015061500000.txt,?,trabalho,?,?,?,agroecossistema,ecologia,NE,AL
A_4946.2011061500000.txt,latossolo,'agricultura familiar',mandioca,'culturas agricolas',?,manejo,solo,NE,BA
A_4946.2011061500000.txt,latossolo,'agricultura familiar',mandioca,'culturas agricolas',?,manejo,solo,NE,MA
A_4946.2011061500000.txt,latossolo,trabalho,mandioca,'culturas agricolas',?,manejo,solo,NE,BA
A_4946.2011061500000.txt,latossolo,trabalho,mandioca,'culturas agricolas',?,manejo,solo,NE,MA
A_4245.2008061500000.txt,?,'meio ambiente',caja,?,?,agroecossistema,'sistemas de producao',NE,SE
A_4245.2008061500000.txt,?,'meio ambiente',caja,?,?,agroecossistema,'sistemas de producao',NE,SE
A_4245.2008061500000.txt,?,'meio ambiente',caja,?,?,agroecossistema,ecologia,NE,SE
A_4245.2008061500000.txt,?,'meio ambiente',caju,'arboreas frutiferas',?,manejo,solo,NE,SE
A_4245.2008061500000.txt,?,'meio ambiente',caju,'arboreas frutiferas',?,agroecossistema,'sistemas de producao',NE,SE
A_4245.2008061500000.txt,?,'meio ambiente',caju,'arboreas frutiferas',?,agroecossistema,'sistemas de producao',NE,SE
A_4245.2008061500000.txt,?,'meio ambiente',caju,'arboreas frutiferas',?,agroecossistema,ecologia,NE,SE
A_4245.2008061500000.txt,?,'meio ambiente',coco,'arboreas frutiferas',?,manejo,solo,NE,SE
A_4245.2008061500000.txt,?,'meio ambiente',coco,'arboreas frutiferas',?,agroecossistema,'sistemas de producao',NE,SE
A_4245.2008061500000.txt,?,'meio ambiente',coco,'arboreas frutiferas',?,agroecossistema,'sistemas de producao',NE,SE
A_4245.2008061500000.txt,?,'meio ambiente',coco,'arboreas frutiferas',?,agroecossistema,ecologia,NE,SE
A_4245.2008061500000.txt,?,'meio ambiente',jenipapo,'arboreas frutiferas',?,manejo,solo,NE,SE
A_4245.2008061500000.txt,?,'meio ambiente',jenipapo,'arboreas frutiferas',?,agroecossistema,'sistemas de producao',NE,SE
A_4245.2008061500000.txt,?,'meio ambiente',jenipapo,'arboreas frutiferas',?,agroecossistema,'sistemas de producao',NE,SE
A_4245.2008061500000.txt,?,'meio ambiente',jenipapo,'arboreas frutiferas',?,agroecossistema,ecologia,NE,SE
A_4245.2008061500000.txt,?,'meio ambiente',umbu,'arboreas frutiferas',?,manejo,solo,NE,SE
A_4245.2008061500000.txt,?,'meio ambiente',umbu,'arboreas frutiferas',?,agroecossistema,'sistemas de producao',NE,SE
A_4245.2008061500000.txt,?,'meio ambiente',umbu,'arboreas frutiferas',?,agroecossistema,'sistemas de producao',NE,SE
A_2638.2012061500000.txt,?,'agricultura familiar',gergelim,'culturas agricolas',?,'adubacao organica',planta,NE,PB
A_2638.2012061500000.txt,?,'agricultura familiar',gergelim,'culturas agricolas',?,manejo,solo,NE,PB
A_2638.2012061500000.txt,?,'agricultura familiar',gergelim,'culturas agricolas',?,adubacao,solo,NE,PB
A_2638.2012061500000.txt,?,'agricultura familiar',gergelim,'culturas agricolas',?,'manejo da cultura',?,NE,PB
A_2638.2012061500000.txt,?,'agricultura familiar',mamona,'culturas agricolas',?,'adubacao organica',solo,NE,PB
A_2638.2012061500000.txt,?,'agricultura familiar',mamona,'culturas agricolas',?,'adubacao organica',planta,NE,PB
A_2638.2012061500000.txt,?,'agricultura familiar',mamona,'culturas agricolas',?,manejo,solo,NE,PB
A_2638.2012061500000.txt,?,'agricultura familiar',mamona,'culturas agricolas',?,adubacao,solo,NE,PB
A_2638.2012061500000.txt,?,'agricultura familiar',mamona,'culturas agricolas',?,'manejo da cultura',?,NE,PB
A_2638.2012061500000.txt,?,'agricultura familiar',algodao,'culturas agricolas',?,'adubacao organica',solo,NE,PB
A_2638.2012061500000.txt,?,'agricultura familiar',algodao,'culturas agricolas',?,'adubacao organica',planta,NE,PB
A_2638.2012061500000.txt,?,'agricultura familiar',algodao,'culturas agricolas',?,manejo,solo,NE,PB
A_2638.2012061500000.txt,?,'agricultura familiar',algodao,'culturas agricolas',?,adubacao,solo,NE,PB
A_2638.2012061500000.txt,?,'agricultura familiar',algodao,'culturas agricolas',?,'manejo da cultura',?,NE,PB
A_5260.2006061500000.txt,?,trabalho,?,?,?,?,?,NE,PE
A_5260.2006061500000.txt,?,trabalho,?,?,?,?,?,NE,MA
A_1331.2009061500000.txt,neossolo,trabalho,vagem,horticolas,?,'adubacao organica',planta,NE,PB
A_1331.2009061500000.txt,neossolo,trabalho,vagem,horticolas,?,manejo,solo,NE,PB
A_1331.2009061500000.txt,neossolo,trabalho,vagem,horticolas,?,adubacao,solo,NE,PB
A_1331.2009061500000.txt,neossolo,trabalho,vagem,horticolas,?,agroecossistema,'sistemas de producao',NE,PB
A_1331.2009061500000.txt,neossolo,trabalho,vagem,horticolas,?,agroecossistema,'sistemas de producao',NE,PB
A_1331.2009061500000.txt,neossolo,trabalho,vagem,horticolas,?,agroecossistema,ecologia,NE,PB
A_1331.2009061500000.txt,neossolo,trabalho,babosa,'plantas medicinais e aromaticas',?,'adubacao organica',solo,NE,PB
A_1331.2009061500000.txt,neossolo,trabalho,babosa,'plantas medicinais e aromaticas',?,'adubacao organica',planta,NE,PB
A_1331.2009061500000.txt,neossolo,trabalho,babosa,'plantas medicinais e aromaticas',?,manejo,solo,NE,PB
A_1331.2009061500000.txt,neossolo,trabalho,babosa,'plantas medicinais e aromaticas',?,adubacao,solo,NE,PB
A_1331.2009061500000.txt,neossolo,trabalho,babosa,'plantas medicinais e aromaticas',?,agroecossistema,'sistemas de producao',NE,PB
A_1331.2009061500000.txt,neossolo,trabalho,babosa,'plantas medicinais e aromaticas',?,agroecossistema,'sistemas de producao',NE,PB
A_1331.2009061500000.txt,neossolo,trabalho,babosa,'plantas medicinais e aromaticas',?,agroecossistema,ecologia,NE,PB
A_1331.2009061500000.txt,luvissolo,trabalho,vagem,horticolas,?,'adubacao organica',solo,NE,PB
A_1331.2009061500000.txt,luvissolo,trabalho,vagem,horticolas,?,'adubacao organica',planta,NE,PB
A_1331.2009061500000.txt,luvissolo,trabalho,vagem,horticolas,?,manejo,solo,NE,PB
A_1331.2009061500000.txt,luvissolo,trabalho,vagem,horticolas,?,adubacao,solo,NE,PB
A_1331.2009061500000.txt,luvissolo,trabalho,vagem,horticolas,?,agroecossistema,'sistemas de producao',NE,PB
A_179.2015061500000.txt,?,'agricultura familiar',?,?,?,apicultura,'sistemas de producao',NE,PB
A_179.2015061500000.txt,?,'agricultura familiar',?,?,?,agroecossistema,'sistemas de producao',NE,PB
A_179.2015061500000.txt,?,'agricultura familiar',?,?,?,agroecossistema,'sistemas de producao',NE,PB
A_179.2015061500000.txt,?,'agricultura familiar',?,?,?,agroecossistema,ecologia,NE,PB
A_179.2015061500000.txt,?,trabalho,?,?,?,apicultura,'sistemas de producao',NE,PB
A_179.2015061500000.txt,?,trabalho,?,?,?,apicultura,'sistemas de producao',NE,PB
A_179.2015061500000.txt,?,trabalho,?,?,?,agroecossistema,'sistemas de producao',NE,PB
A_179.2015061500000.txt,?,trabalho,?,?,?,agroecossistema,'sistemas de producao',NE,PB
A_179.2015061500000.txt,?,trabalho,?,?,?,agroecossistema,ecologia,NE,PB
A_1170.2012061500000.txt,?,agrobiodiversidade,milho,'culturas agricolas',?,agroecossistema,'sistemas de producao',NE,PE
A_1170.2012061500000.txt,?,agrobiodiversidade,milho,'culturas agricolas',?,agroecossistema,'sistemas de producao',NE,PE
A_1170.2012061500000.txt,?,agrobiodiversidade,milho,'culturas agricolas',?,agroecossistema,ecologia,NE,PE
A_1170.2012061500000.txt,?,agrobiodiversidade,melancia,'culturas agricolas',?,'ecologia vegetal',ecologia,NE,PE
A_1170.2012061500000.txt,?,agrobiodiversidade,melancia,'culturas agricolas',?,agroecossistema,'sistemas de producao',NE,PE
A_1170.2012061500000.txt,?,agrobiodiversidade,melancia,'culturas agricolas',?,agroecossistema,'sistemas de producao',NE,PE
A_1170.2012061500000.txt,?,agrobiodiversidade,melancia,'culturas agricolas',?,agroecossistema,ecologia,NE,PE
A_1170.2012061500000.txt,?,agrobiodiversidade,mamona,'culturas agricolas',?,'ecologia vegetal',ecologia,NE,PE
A_1170.2012061500000.txt,?,agrobiodiversidade,mamona,'culturas agricolas',?,agroecossistema,'sistemas de producao',NE,PE
A_1170.2012061500000.txt,?,agrobiodiversidade,mamona,'culturas agricolas',?,agroecossistema,'sistemas de producao',NE,PE
A_1170.2012061500000.txt,?,agrobiodiversidade,mamona,'culturas agricolas',?,agroecossistema,ecologia,NE,PE
A_1170.2012061500000.txt,?,agrobiodiversidade,feijao,'culturas agricolas',?,'ecologia vegetal',ecologia,NE,PE
A_1170.2012061500000.txt,?,agrobiodiversidade,feijao,'culturas agricolas',?,agroecossistema,'sistemas de producao',NE,PE
A_1170.2012061500000.txt,?,agrobiodiversidade,feijao,'culturas agricolas',?,agroecossistema,'sistemas de producao',NE,PE
A_1170.2012061500000.txt,?,agrobiodiversidade,feijao,'culturas agricolas',?,agroecossistema,ecologia,NE,PE
A_1170.2012061500000.txt,?,agrobiodiversidade,maxixe,horticolas,?,'ecologia vegetal',ecologia,NE,PE
A_1170.2012061500000.txt,?,agrobiodiversidade,maxixe,horticolas,?,agroecossistema,'sistemas de producao',NE,PE
A_1170.2012061500000.txt,?,agrobiodiversidade,maxixe,horticolas,?,agroecossistema,'sistemas de producao',NE,PE
A_990.2015061500000.txt,?,'meio ambiente',alface,horticolas,gado,organico,'sistemas de producao',NE,BA
A_990.2015061500000.txt,?,'meio ambiente',alface,horticolas,gado,manejo,solo,NE,BA
A_990.2015061500000.txt,?,'meio ambiente',alface,horticolas,gado,apicultura,'sistemas de producao',NE,BA
A_990.2015061500000.txt,?,'meio ambiente',alface,horticolas,gado,apicultura,'sistemas de producao',NE,BA
A_990.2015061500000.txt,?,'meio ambiente',alface,horticolas,gado,'sistemas agrossilvipastoris','sistemas de producao',NE,BA
A_990.2015061500000.txt,?,'meio ambiente',alface,horticolas,gado,'sistemas agrossilvipastoris','sistemas de producao',NE,BA
A_990.2015061500000.txt,?,'meio ambiente',alface,horticolas,gado,psicultura,'sistemas de producao',NE,BA
A_990.2015061500000.txt,?,'meio ambiente',alface,horticolas,gado,psicultura,'sistemas de producao',NE,BA
A_990.2015061500000.txt,?,'meio ambiente',alface,horticolas,gado,safs,'sistemas de producao',NE,BA
A_5409.2014061500000.txt,?,trabalho,mandioca,'culturas agricolas',?,?,?,NE,BA
A_5409.2014061500000.txt,?,trabalho,mandioca,'culturas agricolas',?,?,?,NE,MA
A_5409.2014061500000.txt,?,trabalho,abacaxi,'culturas agricolas',?,?,?,NE,BA
A_5409.2014061500000.txt,?,trabalho,abacaxi,'culturas agricolas',?,?,?,NE,MA
A_2717.2007061500000.txt,?,'agricultura familiar',mandioca,'culturas agricolas',abelha,?,?,NE,BA
A_2717.2007061500000.txt,?,'agricultura familiar',mandioca,'culturas agricolas',aves,?,?,NE,BA
A_6282.2013061500000.txt,?,'agricultura familiar',abobora,'culturas agricolas',?,?,?,NE,BA
A_6282.2013061500000.txt,?,'agricultura familiar',abobora,'culturas agricolas',?,?,?,NE,MA
A_6282.2013061500000.txt,?,trabalho,abobora,'culturas agricolas',?,?,?,NE,BA
A_6282.2013061500000.txt,?,trabalho,abobora,'culturas agricolas',?,?,?,NE,MA
A_4569.2010061500000.txt,?,ciencia,maca,'arboreas frutiferas',?,?,?,NE,PI
A_3917.2014061500000.txt,?,'agricultura familiar',?,?,?,?,?,NE,MA
A_4628.2008061500000.txt,?,'agricultura familiar',gergelim,'culturas agricolas',?,organico,'sistemas de producao',NE,PB
A_4628.2008061500000.txt,?,'agricultura familiar',gergelim,'culturas agricolas',?,organico,'sistemas de producao',NE,PE
A_4628.2008061500000.txt,?,'agricultura familiar',gergelim,'culturas agricolas',?,organico,'sistemas de producao',NE,PE
A_4628.2008061500000.txt,?,'agricultura familiar',gergelim,'culturas agricolas',?,organico,'sistemas de producao',NE,MA
A_4628.2008061500000.txt,?,'agricultura familiar',gergelim,'culturas agricolas',?,organico,'sistemas de producao',NE,MA
A_4628.2008061500000.txt,?,'agricultura familiar',gergelim,'culturas agricolas',?,organicos,'sistemas de producao',NE,PB
A_4628.2008061500000.txt,?,'agricultura familiar',gergelim,'culturas agricolas',?,organicos,'sistemas de producao',NE,PB
A_4628.2008061500000.txt,?,'agricultura familiar',gergelim,'culturas agricolas',?,organicos,'sistemas de producao',NE,PE
A_4628.2008061500000.txt,?,'agricultura familiar',gergelim,'culturas agricolas',?,organicos,'sistemas de producao',NE,PE
A_4628.2008061500000.txt,?,'agricultura familiar',gergelim,'culturas agricolas',?,organicos,'sistemas de producao',NE,MA
A_1965.2004061500000.txt,?,'agricultura familiar',babosa,'plantas medicinais e aromaticas',?,?,?,NE,MA
A_4758.2012061500000.txt,neossolo,'agricultura familiar',mandioca,'culturas agricolas',caprino,organico,'sistemas de producao',NE,BA
A_4758.2012061500000.txt,neossolo,'agricultura familiar',mandioca,'culturas agricolas',caprino,organicos,'sistemas de producao',NE,BA
A_4758.2012061500000.txt,neossolo,'agricultura familiar',mandioca,'culturas agricolas',caprino,organicos,'sistemas de producao',NE,BA
A_4758.2012061500000.txt,neossolo,'agricultura familiar',mandioca,'culturas agricolas',aves,organico,'sistemas de producao',NE,BA
A_4758.2012061500000.txt,neossolo,'agricultura familiar',mandioca,'culturas agricolas',aves,organico,'sistemas de producao',NE,BA
A_4758.2012061500000.txt,neossolo,'agricultura familiar',mandioca,'culturas agricolas',aves,organicos,'sistemas de producao',NE,BA
A_4758.2012061500000.txt,neossolo,'agricultura familiar',mandioca,'culturas agricolas',aves,organicos,'sistemas de producao',NE,BA
