Arquivo,solo,conceitos,cultura,culturaClasse1,animal,tecnologia,tecnologiaClasse,regiao,uf
A_1327.2011061500000.txt,neossolo,trabalho,crotalaria,'adubos verdes',aves,'manejo ecologico','sistemas de producao',N,AM
A_1327.2011061500000.txt,neossolo,trabalho,crotalaria,'adubos verdes',aves,'manejo ecologico',ecologia,N,AM
A_1327.2011061500000.txt,neossolo,trabalho,crotalaria,'adubos verdes',aves,adubacao,solo,N,AM
A_1327.2011061500000.txt,neossolo,trabalho,crotalaria,'adubos verdes',aves,organicos,'sistemas de producao',N,AM
A_1327.2011061500000.txt,neossolo,trabalho,crotalaria,'adubos verdes',aves,organicos,'sistemas de producao',N,AM
A_1327.2011061500000.txt,neossolo,trabalho,crotalaria,'adubos verdes',aves,agroecossistema,'sistemas de producao',N,AM
A_1327.2011061500000.txt,neossolo,trabalho,crotalaria,'adubos verdes',aves,agroecossistema,'sistemas de producao',N,AM
A_1327.2011061500000.txt,neossolo,trabalho,crotalaria,'adubos verdes',aves,agroecossistema,ecologia,N,AM
A_1327.2011061500000.txt,neossolo,trabalho,mandioca,'culturas agricolas',aves,organico,'sistemas de producao',N,AM
A_1327.2011061500000.txt,neossolo,trabalho,mandioca,'culturas agricolas',aves,organico,'sistemas de producao',N,AM
A_1327.2011061500000.txt,neossolo,trabalho,mandioca,'culturas agricolas',aves,'adubacao organica',solo,N,AM
A_1327.2011061500000.txt,neossolo,trabalho,mandioca,'culturas agricolas',aves,'adubacao organica',planta,N,AM
A_1327.2011061500000.txt,neossolo,trabalho,mandioca,'culturas agricolas',aves,manejo,solo,N,AM
A_1327.2011061500000.txt,neossolo,trabalho,mandioca,'culturas agricolas',aves,'manejo ecologico','sistemas de producao',N,AM
A_5811.2010061500000.txt,?,'meio ambiente',leucena,'arboreas adubacaoverde e massa verde',?,?,?,N,TO
A_5811.2010061500000.txt,?,'meio ambiente',leucena,'arboreas adubacaoverde e massa verde',?,?,?,N,PA
A_5811.2010061500000.txt,?,trabalho,leucena,'arboreas adubacaoverde e massa verde',?,?,?,N,TO
A_5811.2010061500000.txt,?,trabalho,leucena,'arboreas adubacaoverde e massa verde',?,?,?,N,PA
A_581.2009061500000.txt,latossolo,trabalho,mandioca,'culturas agricolas',?,?,?,N,PA
A_3813.2010061500000.txt,?,'agricultura familiar',?,?,?,'sistemas silvipastoris','sistemas de producao',N,RO
A_3813.2010061500000.txt,?,'agricultura familiar',?,?,?,'sistemas silvipastoris','sistemas de producao',N,RO
A_2029.2015061500000.txt,?,trabalho,feijao,'culturas agricolas',?,?,?,N,AC
A_4670.2010061500000.txt,?,'saber local',mandioca,'culturas agricolas',peixe,psicultura,'sistemas de producao',N,RO
A_4670.2010061500000.txt,?,'saber local',mandioca,'culturas agricolas',peixe,psicultura,'sistemas de producao',N,RO
A_4670.2010061500000.txt,?,'saber local',jatoba,'arboreas madeira semente produtos',peixe,manejo,solo,N,RO
A_4670.2010061500000.txt,?,'saber local',jatoba,'arboreas madeira semente produtos',peixe,psicultura,'sistemas de producao',N,RO
A_4670.2010061500000.txt,?,'saber local',jatoba,'arboreas madeira semente produtos',peixe,psicultura,'sistemas de producao',N,RO
A_4670.2010061500000.txt,?,'meio ambiente',mandioca,'culturas agricolas',peixe,manejo,solo,N,RO
A_4670.2010061500000.txt,?,'meio ambiente',mandioca,'culturas agricolas',peixe,psicultura,'sistemas de producao',N,RO
A_4670.2010061500000.txt,?,'meio ambiente',mandioca,'culturas agricolas',peixe,psicultura,'sistemas de producao',N,RO
A_4670.2010061500000.txt,?,'meio ambiente',jatoba,'arboreas madeira semente produtos',peixe,manejo,solo,N,RO
A_4670.2010061500000.txt,?,'meio ambiente',jatoba,'arboreas madeira semente produtos',peixe,psicultura,'sistemas de producao',N,RO
A_4670.2010061500000.txt,?,'meio ambiente',jatoba,'arboreas madeira semente produtos',peixe,psicultura,'sistemas de producao',N,RO
A_4670.2010061500000.txt,?,'desenvolvimento local',mandioca,'culturas agricolas',peixe,manejo,solo,N,RO
A_4670.2010061500000.txt,?,'desenvolvimento local',mandioca,'culturas agricolas',peixe,psicultura,'sistemas de producao',N,RO
A_4670.2010061500000.txt,?,'desenvolvimento local',mandioca,'culturas agricolas',peixe,psicultura,'sistemas de producao',N,RO
A_4670.2010061500000.txt,?,'desenvolvimento local',jatoba,'arboreas madeira semente produtos',peixe,manejo,solo,N,RO
A_4670.2010061500000.txt,?,'desenvolvimento local',jatoba,'arboreas madeira semente produtos',peixe,psicultura,'sistemas de producao',N,RO
A_4670.2010061500000.txt,?,'desenvolvimento local',jatoba,'arboreas madeira semente produtos',peixe,psicultura,'sistemas de producao',N,RO
A_4670.2010061500000.txt,?,'agricultura familiar',mandioca,'culturas agricolas',peixe,manejo,solo,N,RO
A_6025.2009061500000.txt,?,?,nogueira,'arboreas madeira semente produtos',?,?,?,N,PA
A_4946.2011061500000.txt,latossolo,'agricultura familiar',mandioca,'culturas agricolas',?,manejo,solo,N,PA
A_4946.2011061500000.txt,latossolo,trabalho,mandioca,'culturas agricolas',?,manejo,solo,N,PA
A_5198.2007061500000.txt,?,'agricultura familiar',seringueira,'arboreas madeira semente produtos',?,safs,'sistemas de producao',N,RO
A_5709.2014061500000.txt,?,'agricultura familiar',seringueira,'arboreas madeira semente produtos',?,?,?,N,AC
A_5709.2014061500000.txt,?,trabalho,mandioca,'culturas agricolas',?,?,?,N,AC
A_5709.2014061500000.txt,?,trabalho,seringueira,'arboreas madeira semente produtos',?,?,?,N,AC
A_5260.2006061500000.txt,?,trabalho,?,?,?,?,?,N,TO
A_5260.2006061500000.txt,?,trabalho,?,?,?,?,?,N,PA
A_5409.2014061500000.txt,?,trabalho,mandioca,'culturas agricolas',?,?,?,N,PA
A_5409.2014061500000.txt,?,trabalho,abacaxi,'culturas agricolas',?,?,?,N,PA
A_6282.2013061500000.txt,?,'agricultura familiar',abobora,'culturas agricolas',?,?,?,N,PA
A_6282.2013061500000.txt,?,trabalho,abobora,'culturas agricolas',?,?,?,N,PA
A_3917.2014061500000.txt,?,'agricultura familiar',?,?,?,?,?,N,RO
A_3917.2014061500000.txt,?,'agricultura familiar',?,?,?,?,?,N,AC
A_3917.2014061500000.txt,?,'agricultura familiar',?,?,?,?,?,N,AM
A_4628.2008061500000.txt,?,'agricultura familiar',gergelim,'culturas agricolas',?,organico,'sistemas de producao',N,TO
A_4628.2008061500000.txt,?,'agricultura familiar',gergelim,'culturas agricolas',?,organico,'sistemas de producao',N,TO
A_4628.2008061500000.txt,?,'agricultura familiar',gergelim,'culturas agricolas',?,organico,'sistemas de producao',N,PA
A_4628.2008061500000.txt,?,'agricultura familiar',gergelim,'culturas agricolas',?,organico,'sistemas de producao',N,PA
A_347.2009061500000.txt,?,'desenvolvimento rural sustentavel',?,?,?,manejo,solo,N,AM
A_347.2009061500000.txt,?,'desenvolvimento rural sustentavel',?,?,?,agroecossistema,'sistemas de producao',N,AM
A_347.2009061500000.txt,?,'desenvolvimento rural sustentavel',?,?,?,agroecossistema,'sistemas de producao',N,AM
A_347.2009061500000.txt,?,'desenvolvimento rural sustentavel',?,?,?,agroecossistema,ecologia,N,AM
A_347.2009061500000.txt,?,trabalho,?,?,?,'transicao agroecologica',ecologia,N,AM
A_347.2009061500000.txt,?,trabalho,?,?,?,manejo,solo,N,AM
A_347.2009061500000.txt,?,trabalho,?,?,?,agroecossistema,'sistemas de producao',N,AM
A_347.2009061500000.txt,?,trabalho,?,?,?,agroecossistema,'sistemas de producao',N,AM
A_347.2009061500000.txt,?,trabalho,?,?,?,agroecossistema,ecologia,N,AM
A_2234.2002061500000.txt,?,trabalho,coentro,horticolas,?,agroextrativismo,'sistemas de producao',N,AM
A_4918.2009061500000.txt,?,'meio ambiente',dende,?,gado,'cobertura vegetal',ecologia,N,PA
A_4918.2009061500000.txt,?,'meio ambiente',dende,?,gado,biomassa,ecologia,N,PA
A_4918.2009061500000.txt,?,'meio ambiente',amendoim,?,gado,manejo,solo,N,PA
A_4918.2009061500000.txt,?,'meio ambiente',amendoim,?,gado,'cobertura vegetal',ecologia,N,PA
A_4918.2009061500000.txt,?,'meio ambiente',amendoim,?,gado,biomassa,ecologia,N,PA
A_4918.2009061500000.txt,?,'meio ambiente',mamona,'culturas agricolas',gado,manejo,solo,N,PA
A_4918.2009061500000.txt,?,'meio ambiente',mamona,'culturas agricolas',gado,'cobertura vegetal',ecologia,N,PA
A_4918.2009061500000.txt,?,'meio ambiente',mamona,'culturas agricolas',gado,biomassa,ecologia,N,PA
A_4918.2009061500000.txt,?,'meio ambiente',girassol,'culturas agricolas',gado,manejo,solo,N,PA
A_4918.2009061500000.txt,?,'meio ambiente',girassol,'culturas agricolas',gado,'cobertura vegetal',ecologia,N,PA
A_4918.2009061500000.txt,?,'meio ambiente',girassol,'culturas agricolas',gado,biomassa,ecologia,N,PA
A_4918.2009061500000.txt,?,'meio ambiente','amendoim forrageiro','adubos verdes',gado,manejo,solo,N,PA
A_4918.2009061500000.txt,?,'meio ambiente','amendoim forrageiro','adubos verdes',gado,'cobertura vegetal',ecologia,N,PA
A_4918.2009061500000.txt,?,'meio ambiente','amendoim forrageiro','adubos verdes',gado,biomassa,ecologia,N,PA
A_4918.2009061500000.txt,?,'meio ambiente',soja,'culturas agricolas',gado,manejo,solo,N,PA
A_4918.2009061500000.txt,?,'meio ambiente',soja,'culturas agricolas',gado,'cobertura vegetal',ecologia,N,PA
A_4918.2009061500000.txt,?,'meio ambiente',soja,'culturas agricolas',gado,biomassa,ecologia,N,PA
A_4918.2009061500000.txt,?,'agricultura familiar',dende,?,gado,manejo,solo,N,PA
A_1507.1999061500000.txt,?,trabalho,?,?,?,?,?,N,AC
A_2195.2012061500000.txt,latossolo,trabalho,mandioca,'culturas agricolas',?,adubacao,solo,N,PA
A_2914.2010061500000.txt,?,trabalho,babosa,'plantas medicinais e aromaticas',?,geoprocessamento,geotecnologias,N,PA
A_4466.2010061500000.txt,?,'meio ambiente',batata,horticolas,gado,organico,'sistemas de producao',N,RO
A_4466.2010061500000.txt,?,'meio ambiente',batata,horticolas,gado,'manejo do solo',?,N,RO
A_4466.2010061500000.txt,?,'meio ambiente',batata,horticolas,gado,'adubacao organica',solo,N,RO
A_4466.2010061500000.txt,?,'meio ambiente',batata,horticolas,gado,'adubacao organica',planta,N,RO
A_4466.2010061500000.txt,?,'meio ambiente',batata,horticolas,gado,manejo,solo,N,RO
A_4466.2010061500000.txt,?,'meio ambiente',batata,horticolas,gado,adubacao,solo,N,RO
A_4466.2010061500000.txt,?,'meio ambiente',batata,horticolas,gado,'sementes crioulas',solo,N,RO
A_4466.2010061500000.txt,?,'meio ambiente',batata,horticolas,gado,safs,'sistemas de producao',N,RO
A_4466.2010061500000.txt,?,'meio ambiente',batata,horticolas,gado,safs,'sistemas de producao',N,RO
A_4466.2010061500000.txt,?,'meio ambiente',batata,horticolas,gado,organicos,'sistemas de producao',N,RO
A_4466.2010061500000.txt,?,'meio ambiente',batata,horticolas,gado,organicos,'sistemas de producao',N,RO
A_4466.2010061500000.txt,?,'meio ambiente',batata,horticolas,gado,agroecossistema,'sistemas de producao',N,RO
A_4466.2010061500000.txt,?,'meio ambiente',batata,horticolas,gado,agroecossistema,'sistemas de producao',N,RO
A_4466.2010061500000.txt,?,'meio ambiente',batata,horticolas,gado,agroecossistema,ecologia,N,RO
A_4466.2010061500000.txt,?,'meio ambiente',batata,horticolas,suino,organico,'sistemas de producao',N,RO
A_4466.2010061500000.txt,?,'meio ambiente',batata,horticolas,suino,organico,'sistemas de producao',N,RO
A_4466.2010061500000.txt,?,'meio ambiente',batata,horticolas,suino,'manejo do solo',?,N,RO
A_4466.2010061500000.txt,?,'meio ambiente',batata,horticolas,suino,'adubacao organica',solo,N,RO
A_4684.2007061500000.txt,?,'agricultura familiar',cupuacu,'arboreas frutiferas',?,drenagem,'engenharia agricola',N,PA
A_4684.2007061500000.txt,?,'agricultura familiar',banana,'culturas agricolas',?,drenagem,'engenharia agricola',N,PA
A_4684.2007061500000.txt,?,trabalho,mandioca,'culturas agricolas',?,drenagem,'engenharia agricola',N,PA
A_4684.2007061500000.txt,?,trabalho,cupuacu,'arboreas frutiferas',?,drenagem,'engenharia agricola',N,PA
A_4684.2007061500000.txt,?,trabalho,banana,'culturas agricolas',?,drenagem,'engenharia agricola',N,PA
A_1732.2014061500000.txt,?,?,?,?,?,agroecossistema,'sistemas de producao',N,AM
A_1732.2014061500000.txt,?,?,?,?,?,agroecossistema,ecologia,N,AM
A_4426.1984061500000.txt,?,?,soja,'culturas agricolas',?,?,?,N,AP
A_2226.2015061500000.txt,?,'agricultura familiar',mandioca,'culturas agricolas',?,manejo,solo,N,AC
A_2226.2015061500000.txt,?,'agricultura familiar',mandioca,'culturas agricolas',?,adubacao,solo,N,AC
A_2226.2015061500000.txt,?,'agricultura familiar',arroz,'culturas agricolas',?,'manejo do solo',?,N,AC
A_2226.2015061500000.txt,?,'agricultura familiar',arroz,'culturas agricolas',?,manejo,solo,N,AC
A_2226.2015061500000.txt,?,'agricultura familiar',arroz,'culturas agricolas',?,adubacao,solo,N,AC
A_2226.2015061500000.txt,?,'agricultura familiar',milho,'culturas agricolas',?,'manejo do solo',?,N,AC
A_2226.2015061500000.txt,?,'agricultura familiar',milho,'culturas agricolas',?,manejo,solo,N,AC
A_2226.2015061500000.txt,?,'agricultura familiar',milho,'culturas agricolas',?,adubacao,solo,N,AC
A_2226.2015061500000.txt,?,'agricultura familiar',feijao,'culturas agricolas',?,'manejo do solo',?,N,AC
A_2226.2015061500000.txt,?,'agricultura familiar',feijao,'culturas agricolas',?,manejo,solo,N,AC
A_2226.2015061500000.txt,?,'agricultura familiar',feijao,'culturas agricolas',?,adubacao,solo,N,AC
A_3161.2014061500000.txt,?,trabalho,cafe,?,?,?,?,N,PA
A_4432.1981061500000.txt,?,?,feijao,'culturas agricolas',?,?,?,N,AC
A_4432.1981061500000.txt,?,?,cafe,?,?,?,?,N,AC
A_4307.2015061500000.txt,?,trabalho,?,?,?,?,?,N,PA
A_4307.2015061500000.txt,?,trabalho,?,?,?,?,?,N,AM
A_2232.2006061500000.txt,latossolo,'agricultura familiar',?,?,?,organico,'sistemas de producao',N,PA
A_2232.2006061500000.txt,latossolo,'agricultura familiar',?,?,?,'manejo do solo',?,N,PA
A_2232.2006061500000.txt,latossolo,'agricultura familiar',?,?,?,manejo,solo,N,PA
A_2232.2006061500000.txt,latossolo,'agricultura familiar',?,?,?,'implemento agricola','engenharia agricola',N,PA
A_2232.2006061500000.txt,latossolo,'agricultura familiar',?,?,?,'implemento agricola','engenharia agricola',N,PA
A_2232.2006061500000.txt,latossolo,'agricultura familiar',?,?,?,organicos,'sistemas de producao',N,PA
A_2232.2006061500000.txt,latossolo,'agricultura familiar',?,?,?,organicos,'sistemas de producao',N,PA
A_2232.2006061500000.txt,latossolo,'agricultura familiar',?,?,?,agroecossistema,'sistemas de producao',N,PA
A_2232.2006061500000.txt,latossolo,'agricultura familiar',?,?,?,agroecossistema,'sistemas de producao',N,PA
A_2232.2006061500000.txt,latossolo,'agricultura familiar',?,?,?,agroecossistema,ecologia,N,PA
A_2232.2006061500000.txt,latossolo,'agricultura familiar',?,?,?,biomassa,ecologia,N,PA
A_2232.2006061500000.txt,latossolo,trabalho,?,?,?,organico,'sistemas de producao',N,PA
A_2232.2006061500000.txt,latossolo,trabalho,?,?,?,organico,'sistemas de producao',N,PA
A_2232.2006061500000.txt,latossolo,trabalho,?,?,?,'manejo do solo',?,N,PA
A_2232.2006061500000.txt,latossolo,trabalho,?,?,?,manejo,solo,N,PA
A_2232.2006061500000.txt,latossolo,trabalho,?,?,?,'implemento agricola','engenharia agricola',N,PA
A_2232.2006061500000.txt,latossolo,trabalho,?,?,?,'implemento agricola','engenharia agricola',N,PA
A_2232.2006061500000.txt,latossolo,trabalho,?,?,?,organicos,'sistemas de producao',N,PA
A_3110.2008061500000.txt,?,trabalho,seringueira,'arboreas madeira semente produtos',suino,agroecossistema,'sistemas de producao',N,PA
A_3110.2008061500000.txt,?,trabalho,seringueira,'arboreas madeira semente produtos',suino,agroecossistema,ecologia,N,PA
A_3110.2008061500000.txt,?,trabalho,eucalipto,'arboreas madeira semente produtos',suino,agroecossistema,'sistemas de producao',N,PA
A_3110.2008061500000.txt,?,trabalho,eucalipto,'arboreas madeira semente produtos',suino,agroecossistema,'sistemas de producao',N,PA
A_3110.2008061500000.txt,?,trabalho,eucalipto,'arboreas madeira semente produtos',suino,agroecossistema,ecologia,N,PA
A_3110.2008061500000.txt,?,trabalho,pinus,'arboreas madeira semente produtos',suino,agroecossistema,'sistemas de producao',N,PA
A_3110.2008061500000.txt,?,trabalho,pinus,'arboreas madeira semente produtos',suino,agroecossistema,'sistemas de producao',N,PA
A_3110.2008061500000.txt,?,trabalho,pinus,'arboreas madeira semente produtos',suino,agroecossistema,ecologia,N,PA
A_5070.2007061500000.txt,?,'meio ambiente',araca,?,?,organico,'sistemas de producao',N,TO
A_5070.2007061500000.txt,?,'meio ambiente',araca,?,?,organico,'sistemas de producao',N,TO
A_5070.2007061500000.txt,?,'meio ambiente',araca,?,?,organico,'sistemas de producao',N,PA
A_5070.2007061500000.txt,?,'meio ambiente',araca,?,?,organico,'sistemas de producao',N,PA
A_4398.2006061500000.txt,?,'saber local',caxeta,'arboreas madeira semente produtos',?,'producao organica',planta,N,RO
A_4398.2006061500000.txt,?,'saber local',caxeta,'arboreas madeira semente produtos',?,'producao organica','sistemas de producao',N,RO
